date,close,open,high,low,volume,adjclose
2012-05-14 00:00:00,41.4440002,41.8170013,42.0999985,41.4440002,12164000.0,39.1377449
2012-05-15 00:00:00,41.4469986,41.4720001,41.9970016,41.3370018,6769000.0,39.1405792
2012-05-16 00:00:00,40.9370003,41.8880005,42.0499992,40.868,12951000.0,38.6589622
2012-05-17 00:00:00,39.8580017,41.3800011,41.3800011,39.8499985,12020000.0,37.6400146
2012-05-18 00:00:00,39.4560013,40.2019997,40.4570007,39.4560013,11113000.0,37.2603798
2012-05-21 00:00:00,41.0579987,39.5999985,41.0789986,39.4199982,12811000.0,38.7732239
2012-05-22 00:00:00,41.3440018,41.0209999,41.8300018,40.8260002,12319000.0,39.0433044
2012-05-23 00:00:00,41.7089996,41.1150017,41.7140007,40.6570015,8750000.0,39.3879967
2012-05-24 00:00:00,41.9830017,42.0060005,42.8769989,41.6100006,10810000.0,39.646759
2012-05-25 00:00:00,41.3959999,41.6549988,42.1949997,41.2120018,6948000.0,39.0924149
2012-05-29 00:00:00,41.6049995,41.7330017,41.9749985,41.3190002,4658000.0,39.2897835
2012-05-30 00:00:00,41.1580009,41.0900002,41.5629997,40.9300003,6743000.0,38.8676682
2012-05-31 00:00:00,40.651001,41.2299995,41.2989998,39.901001,10662000.0,38.3888779
2012-06-01 00:00:00,39.1780014,39.8610001,39.9239998,38.9900017,11237000.0,36.9978485
2012-06-04 00:00:00,40.026001,39.1699982,40.1520004,39.0099983,9667000.0,37.7986565
2012-06-05 00:00:00,40.8199997,40.1030006,40.9790001,40.0239983,9693000.0,38.5484695
2012-06-06 00:00:00,41.9980011,41.4570007,41.9980011,41.2770004,9733000.0,39.660923
2012-06-07 00:00:00,41.5709991,42.4510002,42.507,41.3979988,9438000.0,39.2576904
2012-06-08 00:00:00,41.6549988,41.2449989,41.6609993,41.0909996,7441000.0,39.3370094
2012-06-11 00:00:00,41.3839989,42.0499992,42.125,41.3510017,5905000.0,39.0810738
2012-06-12 00:00:00,41.7750015,41.4000015,41.9900017,41.0940018,5788000.0,39.4503174
2012-06-13 00:00:00,40.9749985,41.5079994,41.8170013,40.7999992,6123000.0,38.6948395
2012-06-14 00:00:00,41.9049988,40.9640007,41.9980011,40.9539986,7452000.0,39.5730858
2012-06-15 00:00:00,42.6689987,42.2750015,42.6689987,41.9949989,8093000.0,40.2945824
2012-06-18 00:00:00,42.5620003,42.493,42.7989998,42.2299995,6307000.0,40.193531
2012-06-19 00:00:00,42.757,42.8989983,42.9799995,42.5750008,6877000.0,40.3776894
2012-06-20 00:00:00,42.8810005,42.7830009,42.9990005,42.1119995,4999000.0,40.4947777
2012-06-21 00:00:00,42.1170006,42.8800011,43.2700005,42.1040001,5544000.0,39.773304
2012-06-22 00:00:00,43.5079994,42.1580009,43.5079994,42.0600014,8706000.0,41.0868874
2012-06-25 00:00:00,42.8520012,43.2849998,43.4309998,42.8520012,7000000.0,40.467392
2012-06-26 00:00:00,43.2220001,42.9749985,43.4319992,42.7029991,6198000.0,40.8168106
2012-06-27 00:00:00,43.1920013,43.3180008,43.5730019,43.1150017,4446000.0,40.7884827
2012-06-28 00:00:00,42.1300011,42.9290009,43.0379982,41.6759987,9629000.0,39.7855759
2012-06-29 00:00:00,43.0110016,42.7459984,43.0229988,42.5629997,9351000.0,40.6175461
2012-07-02 00:00:00,43.9900017,43.507,43.993,43.0159988,6180000.0,41.5420685
2012-07-03 00:00:00,44.1769981,43.9550018,44.3400002,43.6800003,4863000.0,41.7186623
2012-07-05 00:00:00,44.4049988,44.0439987,44.5,43.8429985,5972000.0,41.9624748
2012-07-06 00:00:00,44.1629982,44.1030006,44.5250015,43.9440002,8164000.0,41.7337799
2012-07-09 00:00:00,43.1269989,43.4329987,43.4980011,42.3300018,11064000.0,40.7547722
2012-07-10 00:00:00,42.0250015,43.1800003,43.6430016,42.012001,8211000.0,39.7133942
2012-07-11 00:00:00,41.9889984,41.8950005,42.0309982,41.2840004,6284000.0,39.6793709
2012-07-12 00:00:00,42.4249992,41.6049995,42.6580009,41.4469986,7646000.0,40.0913887
2012-07-13 00:00:00,42.9599991,42.5219994,43.0250015,42.3959999,6082000.0,40.596962
2012-07-16 00:00:00,43.6889992,43.9770012,44.7999992,43.5740013,17479000.0,41.2858582
2012-07-17 00:00:00,43.5680008,43.8320007,44.0,43.007,6192000.0,41.1715126
2012-07-18 00:00:00,43.6819992,43.3359985,43.9449997,43.2000008,5775000.0,41.279232
2012-07-19 00:00:00,42.7939987,43.8240013,43.8989983,42.7939987,8195000.0,40.4400826
2012-07-20 00:00:00,42.3149986,42.4900017,42.6870003,42.1430016,8963000.0,39.9874306
2012-07-23 00:00:00,41.5979996,41.6269989,41.8600006,41.1279984,9147000.0,39.3098831
2012-07-24 00:00:00,40.9889984,41.7280006,41.7779999,40.4700012,9457000.0,38.7343826
2012-07-25 00:00:00,41.2330017,41.2999992,41.5,40.6489983,6069000.0,38.9649467
2012-07-26 00:00:00,42.3769989,41.882,42.7439995,41.762001,7061000.0,40.0460243
2012-07-27 00:00:00,43.6749992,42.3810005,43.6749992,42.3219986,9644000.0,41.2726212
2012-07-30 00:00:00,44.1150017,43.6199989,44.6749992,43.6199989,9897000.0,41.6884308
2012-07-31 00:00:00,43.6570015,44.3019981,44.3260002,43.3160019,11530000.0,41.255619
2012-08-01 00:00:00,42.7200012,42.4090004,43.2989998,42.0,21723000.0,40.3701668
2012-08-02 00:00:00,42.3429985,42.5769997,42.9080009,41.8100014,11444000.0,40.0138931
2012-08-03 00:00:00,42.4129982,42.8429985,42.9000015,42.2999992,10280000.0,40.08004
2012-08-06 00:00:00,41.9850006,42.4199982,42.7560005,41.9000015,7637000.0,39.6755867
2012-08-07 00:00:00,41.6399994,42.1290016,42.2849998,41.3180008,12179000.0,39.3495522
2012-08-08 00:00:00,42.4449997,41.5970001,42.7000008,41.5169983,10101000.0,40.1102829
2012-08-09 00:00:00,42.5940018,42.4049988,42.7859993,42.0639992,7074000.0,40.2510872
2012-08-10 00:00:00,42.6030006,42.3359985,42.7859993,42.3349991,4565000.0,40.2596016
2012-08-13 00:00:00,42.5629997,42.4570007,42.6759987,42.2120018,4039000.0,40.2217903
2012-08-14 00:00:00,42.8079987,42.7050018,43.3149986,42.6339989,5696000.0,40.4533157
2012-08-15 00:00:00,42.7089996,42.8079987,43.1100006,42.6199989,4050000.0,40.3597565
2012-08-16 00:00:00,42.8520012,42.723999,43.0900002,42.6030006,4134000.0,40.4948921
2012-08-17 00:00:00,42.6809998,42.7949982,42.9459991,42.5159988,5416000.0,40.3332977
2012-08-20 00:00:00,42.7200012,42.7099991,42.8600006,42.3689995,4384000.0,40.3701668
2012-08-21 00:00:00,42.3310013,42.7029991,42.980999,42.2449989,4232000.0,40.0025673
2012-08-22 00:00:00,42.1199989,42.1100006,42.5719986,41.8829994,6931000.0,39.8031578
2012-08-23 00:00:00,41.8330002,42.0929985,42.2799988,41.6669998,5744000.0,39.5319519
2012-08-24 00:00:00,42.2449989,41.8600006,42.3470001,41.7669983,5130000.0,39.9212914
2012-08-27 00:00:00,42.3419991,42.2490005,42.6199989,42.0519981,4699000.0,40.0129509
2012-08-28 00:00:00,42.4599991,42.262001,42.5900002,42.262001,3983000.0,40.1244507
2012-08-29 00:00:00,42.5820007,42.4980011,42.6469994,42.1739998,4011000.0,40.2397385
2012-08-30 00:00:00,42.0950012,42.2529984,42.3950005,42.0270004,3801000.0,39.7795372
