date,close,open,high,low,volume,adjclose
2012-05-14 00:00:00,21.4204283053,21.5859009071,21.7513735089,21.4204283053,1742200.0,21.4204283053
2012-05-15 00:00:00,21.2797765937,21.3376920044,21.6256143315,21.2632293335,1627700.0,21.2797765937
2012-05-16 00:00:00,20.9901995405,21.4535228256,21.5859009071,20.9571050202,2523100.0,20.9901995405
2012-05-17 00:00:00,21.0481149512,21.0729358415,21.5114382363,20.8205901237,1883000.0,21.0481149512
2012-05-18 00:00:00,20.3779509138,21.0563885813,21.1804930326,20.1876574217,2144400.0,20.3779509138
2012-05-21 00:00:00,21.3873337849,20.3448563935,21.5031646062,20.1297420111,2427800.0,21.3873337849
2012-05-22 00:00:00,21.5693536469,21.3873337849,21.9582142612,21.3707865247,3252300.0,21.5693536469
2012-05-23 00:00:00,21.5114382363,21.486617346,21.6603635779,20.9984731706,1600000.0,21.5114382363
2012-05-24 00:00:00,21.5941745372,21.5528063867,22.0657714524,21.1473985123,2565200.0,21.5941745372
2012-05-25 00:00:00,21.5279854965,21.5859009071,21.7265526186,21.3707865247,2131600.0,21.5279854965
2012-05-29 00:00:00,21.8010152895,21.7513735089,21.9582142612,21.6851844682,1534600.0,21.8010152895
2012-05-30 00:00:00,21.5114382363,21.6769108381,21.6769108381,21.3873337849,1619100.0,21.5114382363
2012-05-31 00:00:00,21.5031646062,21.4452491955,21.5941745372,20.8412741989,1912300.0,21.5031646062
2012-06-01 00:00:00,20.4689608448,21.0894831016,21.2218611831,20.1049211208,2741200.0,20.4689608448
2012-06-04 00:00:00,20.1876574217,20.576518036,20.6178861865,19.9890902996,1649900.0,20.1876574217
2012-06-05 00:00:00,20.7088961175,20.121468381,20.8743687193,19.9311748889,1854700.0,20.7088961175
2012-06-06 00:00:00,21.3211447442,20.8081796786,21.4121546752,20.7088961175,2407700.0,21.3211447442
2012-06-07 00:00:00,21.0563885813,21.4204283053,21.4617964557,20.9984731706,1518500.0,21.0563885813
2012-06-08 00:00:00,21.304597484,20.9819259105,21.7513735089,20.849547829,1678500.0,21.304597484
2012-06-11 00:00:00,21.5859009071,21.85065707,22.032676932,21.4990277911,2954000.0,21.5859009071
2012-06-12 00:00:00,21.6769108381,21.8010152895,21.9251197408,21.5859009071,3232000.0,21.6769108381
2012-06-13 00:00:00,21.6934580983,21.6272690575,21.85065707,21.5610800168,3652900.0,21.6934580983
2012-06-14 00:00:00,21.8423834399,21.8258361797,21.9995824116,21.6934580983,3527500.0,21.8423834399
2012-06-15 00:00:00,22.1154132329,21.8258361797,22.1733286435,21.5859009071,5242800.0,22.1154132329
2012-06-18 00:00:00,22.2312440542,21.8010152895,22.4629056967,21.8010152895,1577800.0,22.2312440542
2012-06-19 00:00:00,22.4629056967,22.3388012454,22.6531991888,22.0409505621,2363400.0,22.4629056967
2012-06-20 00:00:00,22.5290947375,22.5704628879,22.9675971323,22.3884430259,3839900.0,22.5290947375
