date,close,open,high,low,volume,adjclose
2012-05-14 00:00:00,165.47,165.33,167.26,164.2,233300.0,165.47
2012-05-15 00:00:00,164.24,165.14,167.88,163.83,200000.0,164.24
2012-05-16 00:00:00,163.38,164.26,167.72,163.26,162400.0,163.38
2012-05-17 00:00:00,160.44,164.39,167.49,160.4,320700.0,160.44
2012-05-18 00:00:00,157.89,161.15,161.63,157.46,255900.0,157.89
2012-05-21 00:00:00,163.98,158.84,164.18,158.8,199800.0,163.98
2012-05-22 00:00:00,164.03,164.13,167.31,162.95,225000.0,164.03
2012-05-23 00:00:00,163.74,162.2,164.1,160.22,164000.0,163.74
2012-05-24 00:00:00,163.0,164.31,165.55,161.93,170300.0,163.0
2012-05-25 00:00:00,162.78,163.43,163.73,161.64,234000.0,162.78
2012-05-29 00:00:00,166.5,165.07,167.28,164.57,156300.0,166.5
2012-05-30 00:00:00,159.84,164.0,164.17,159.78,277600.0,159.84
2012-05-31 00:00:00,156.12,160.31,160.83,155.83,320200.0,156.12
2012-06-01 00:00:00,153.56,155.48,156.59,152.34,642300.0,153.56
2012-06-04 00:00:00,153.01,153.56,154.89,150.51,182400.0,153.01
2012-06-05 00:00:00,154.69,152.27,155.43,151.78,148900.0,154.69
2012-06-06 00:00:00,158.79,155.42,159.4,155.42,199700.0,158.79
2012-06-07 00:00:00,157.26,160.63,161.15,156.98,181000.0,157.26
2012-06-08 00:00:00,158.05,155.93,158.55,154.94,291700.0,158.05
2012-06-11 00:00:00,155.31,159.61,159.61,155.16,303300.0,155.31
2012-06-12 00:00:00,156.17,155.96,157.0,154.26,174700.0,156.17
2012-06-13 00:00:00,153.44,153.9,155.99,152.38,329400.0,153.44
2012-06-14 00:00:00,156.37,153.79,156.53,152.9,260900.0,156.37
2012-06-15 00:00:00,156.42,157.01,157.5,155.25,274600.0,156.42
2012-06-18 00:00:00,157.72,155.6,158.13,154.83,157000.0,157.72
2012-06-19 00:00:00,159.45,157.66,160.17,157.46,238900.0,159.45
2012-06-20 00:00:00,158.44,159.64,159.94,157.03,148900.0,158.44
2012-06-21 00:00:00,152.85,158.0,159.02,152.5,205300.0,152.85
2012-06-22 00:00:00,153.18,154.36,154.69,152.83,242400.0,153.18
2012-06-25 00:00:00,150.57,150.99,151.2,149.33,235300.0,150.57
2012-06-26 00:00:00,151.25,150.21,152.24,150.21,212300.0,151.25
2012-06-27 00:00:00,151.19,144.55,153.48,143.6,192600.0,151.19
2012-06-28 00:00:00,152.61,150.19,152.77,150.19,380800.0,152.61
2012-06-29 00:00:00,155.85,155.72,156.82,155.29,221600.0,155.85
2012-07-02 00:00:00,157.18,156.8,157.41,154.2,217100.0,157.18
2012-07-03 00:00:00,161.38,157.26,161.47,157.26,93500.0,161.38
2012-07-05 00:00:00,160.06,160.5,162.31,160.06,282300.0,160.06
2012-07-06 00:00:00,157.18,159.06,160.34,155.2,190900.0,157.18
2012-07-09 00:00:00,154.4,157.08,157.08,153.4,178200.0,154.4
2012-07-10 00:00:00,151.25,153.36,156.99,149.07,260300.0,151.25
2012-07-11 00:00:00,148.68,151.29,151.51,147.73,309500.0,148.68
2012-07-12 00:00:00,148.83,147.14,149.78,145.79,280500.0,148.83
2012-07-13 00:00:00,151.28,149.58,152.71,149.41,161700.0,151.28
2012-07-16 00:00:00,151.43,151.21,152.54,150.31,145500.0,151.43
2012-07-17 00:00:00,152.86,151.54,153.46,148.99,145500.0,152.86
2012-07-18 00:00:00,156.76,152.32,157.5,151.85,182500.0,156.76
2012-07-19 00:00:00,157.98,157.33,158.84,155.67,199000.0,157.98
2012-07-20 00:00:00,155.65,156.92,157.18,153.76,312400.0,155.65
2012-07-23 00:00:00,152.55,152.17,153.29,150.74,343900.0,152.55
2012-07-24 00:00:00,151.0,152.29,152.7,150.12,186800.0,151.0
2012-07-25 00:00:00,151.11,152.25,152.88,149.62,393600.0,151.11
2012-07-26 00:00:00,155.07,153.9,155.71,150.27,290600.0,155.07
2012-07-27 00:00:00,155.79,147.0,159.75,143.9,793600.0,155.79
2012-07-30 00:00:00,154.29,155.23,156.54,153.17,322900.0,154.29
2012-07-31 00:00:00,154.8,153.43,156.06,153.43,178600.0,154.8
2012-08-01 00:00:00,155.21,155.44,156.55,153.18,242800.0,155.21
2012-08-02 00:00:00,151.28,153.82,156.05,150.87,300800.0,151.28
2012-08-03 00:00:00,159.24,154.35,159.88,154.09,190200.0,159.24
2012-08-06 00:00:00,162.93,159.0,163.51,158.56,244100.0,162.93
2012-08-07 00:00:00,167.38,163.01,169.22,162.14,263800.0,167.38
2012-08-08 00:00:00,168.66,166.48,169.24,165.83,234500.0,168.66
2012-08-09 00:00:00,167.98,168.53,170.52,167.05,184100.0,167.98
2012-08-10 00:00:00,165.77,166.95,168.22,165.01,174300.0,165.77
2012-08-13 00:00:00,166.32,165.75,167.22,164.57,120100.0,166.32
2012-08-14 00:00:00,165.14,166.89,166.89,164.44,123900.0,165.14
2012-08-15 00:00:00,166.16,164.85,166.27,164.07,145400.0,166.16
2012-08-16 00:00:00,165.01,164.0,165.93,162.39,159700.0,165.01
2012-08-17 00:00:00,163.78,165.0,165.52,162.77,174500.0,163.78
2012-08-20 00:00:00,162.76,163.76,164.8,161.52,220300.0,162.76
2012-08-21 00:00:00,164.98,163.65,166.62,162.99,206100.0,164.98
2012-08-22 00:00:00,164.32,164.38,165.23,162.95,164000.0,164.32
2012-08-23 00:00:00,162.95,163.84,164.9,161.62,212600.0,162.95
2012-08-24 00:00:00,162.45,163.17,163.49,161.1,248500.0,162.45
2012-08-27 00:00:00,163.36,163.18,164.99,162.1,174200.0,163.36
